"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2024-10-02","1","<0.1","150","0.022","<0.05","<1","<1","14","<1","50","<0.1","2","16","0.6","1","197","<1","<0.01","99","8.1","1","0.027","0.4","<0.01","60","<1","<10","<1","5","<1","0.89","0.022","<0.5","0.082","9","<0.2","0.1","20","<1","<0.02","34","<1","<0.05","2","0.1","170","38","9.2","<2","25.6","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2024-11-06","1","<0.1","<50","0.009","<0.05","<1","<1","15","<1","60","<0.1","7","58","0.4","1","185","<1","<0.01","102","8.6","<1","0.019","0.5","<0.01","<50","<1","<10","<1","3","1","1","<0.002","<0.5","0.044","7.2","0.4","0.1","20","<1","<0.02","6.9","<1","<0.05","2","0.08","190","25","7.9","<2","23.7","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2024-12-04","1","<0.1","60","<0.005","<0.05","<1","<1","16","<1","<50","<0.1","3","60","0.4","1","156","<1","<0.01","101","9","<1","0.073","0.5","<0.01","<50","<1","<10","<1","3","3","0.81","<0.002","<0.5","0.033","7.4","0.3","0.1","19","<1","<0.02","14","<1","<0.05","2","0.04","160","34","8","<2","21.2","<10","<1"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-01-03","1","1.1","<50","0.094","<0.05","<1","<1","26","<1","1400","<0.1","24","11000","1.2","2","26278","4","<0.01","90","7.3","2100","null","0.6","<0.01","70","<1","50","<1","8","5","0.26","0.006","<0.5","0.002","7.6","<0.2","17.8","8.3","<1","<0.02","1.8","<1","0.33","3","0.02","26000","6700","1.9","2","20.4","10","900"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-02-22","1","8.2","<50","0.16","<0.05","<1","1","20","<1","2900","<0.1","16","17000","1.1","1","39789","5","<0.01","88","6.5","600","null","0.8","<0.01","70","<1","40","<1","10","8","0.17","0.006","<0.5","0.017","7.7","1","26.7","3.1","<1","<0.02","2.2","<1","0.26","2","0.04","43000","11000","1.1","4","22.7","10","140"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-03-04","1","1.3","<50","0.32","0.09","<1","1","24","<1","2600","<0.1","21","1900","2.2","1","29280","4","<0.01","82","6.8","10000","null","0.7","<0.01","70","<1","80","<1","9","5","0.45","0.02","<0.5","0.019","7.6","1.4","20.9","6","<1","<0.02","1.8","<1","0.41","3","0.15","29000","6700","1.1","2","18.7","20","5500"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-04-10","1","1.4","<50","0.2","<0.05","<1","<1","26","<1","1700","<0.1","37","10000","1.2","2","27955","4","<0.01","84","6.5","14000","null","0.7","<0.01","60","<1","100","<1","8","6","0.35","0.021","<0.5","0.031","7.8","0.4","17.9","6.7","<1","<0.02","5.8","<1","0.38","8","0.09","31000","6700","1","<2","23.2","20","700"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-05-17","1","2.4","<50","0.084","<0.05","<1","<1","25","<1","1100","<0.1","48","5900","1.8","1","16768","2","<0.01","96","7.4","8000","null","0.5","<0.01","<50","<1","60","<1","4","2","0.38","0.012","<0.5","0.099","7.8","0.6","9.7","12","<1","<0.02","3.1","<1","0.24","3","0.12","15000","3900","1.1","<2","25.9","10","690"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-06-20","1","0.7","<50","0.042","<0.05","<1","<1","13","<1","1200","<0.1","40","7300","4.9","<1","19868","2","<0.01","98","7.3","8000","null","0.4","<0.01","<50","<1","30","<1","5","4","0.26","0.008","<0.5","0.069","8.2","1.8","11.2","11","<1","<0.02","6.5","<1","0.2","2","0.1","20000","5500","2","<2","27.4","10","680"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-07-24","1","0.5","<50","0.036","<0.05","<1","<1","18","<1","1200","<0.1","94","8200","6.3","1","21404","2","<0.01","93","6.6","14000","null","0.6","<0.01","<50","<1","20","<1","4","4","0.26","0.008","<0.5","0.055","8","2","11.5","10","<1","<0.02","<0.5","<1","0.25","3","0.08","26000","8200","1.9","<2","30.2","10","900"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-08-05","1","1","<50","0.062","<0.05","1","1","14","<1","1900","<0.1","78","11000","5.8","1","27583","5","<0.01","98","6.9","1600","null","0.6","<0.01","50","<1","<10","<1","7","5","0.17","0.004","<0.5","0.028","8","2.4","15.4","8.6","<1","<0.02","3.2","<1","0.3","2","0.08","26000","7800","2.7","2","29.5","20","350"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-09-11","1","0.4","<50","0.14","0.07","<1","<1","15","<1","530","<0.1","23","3400","0.3","<1","8195","5","<0.01","92","6.9","50000","null","0.5","<0.01","<50","<1","40","<1","3","2","0.36","0.014","<0.5","0.053","7.8","0.3","4.2","16","<1","<0.02","4.9","<1","0.18","1","0.06","9200","2400","2.9","<2","28.9","<10","3900"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-10-02","1","1","<50","0.096","<0.05","<1","<1","21","<1","470","<0.1","21","2700","0.5","<1","7598","<1","<0.01","96","7.7","26000","null","0.4","<0.01","60","<1","20","<1","<2","1","0.38","0.011","<0.5","0.084","8.1","0.5","4.1","15","<1","<0.02","2","<1","0.17","1","0.1","6700","1600","1.8","<2","25.5","<10","3700"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-11-06","1","1.7","<50","0.096","<0.05","<1","<1","21","<1","1600","<0.1","27","10000","5.1","2","21228","4","<0.01","95","7.3","4700","null","0.7","<0.01","<50","<1","70","<1","6","5","0.32","0.015","<0.5","0.052","8","2.7","12.7","10","<1","<0.02","1.4","<1","0.29","3","0.09","21000","3800","2","<2","25","10","1000"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2024-12-04","1","1.2","<50","0.088","<0.05","<1","<1","20","<1","1800","<0.1","23","9600","1.8","2","28639","3","<0.01","90","6.9","3900","null","0.6","<0.01","<50","<1","70","<1","7","3","0.31","0.003","<0.5","0.046","8","1.2","18.3","11","<1","<0.02","3.4","<1","0.18","2","0.07","23000","3200","1.9","<2","23.3","<10","1400"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-01-03","1","0.5","<50","0.04","<0.05","<1","1","31","<1","400","<0.1","20","1700","0.4","2","513","6","<0.01","107","9.4","420","0.018","1.5","<0.01","70","<1","30","<1","9","4","0.56","0.015","<0.5","0.019","8.7","0.3","0.3","20","<1","<0.02","7.2","<1","0.34","5","0.05","3200","420","0.7","<2","21.3","740","60"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-02-22","1","3.9","<50","0.012","<0.05","<1","<1","7","<1","<50","<0.1","9","230","0.6","<1","441","1","<0.01","111","9.1","3100","0.279","1","<0.01","<50","<1","<10","<1","7","<1","0.42","0.004","<0.5","0.032","9","0.3","0.2","17","<1","<0.02","2.4","<1","0.12","3","0.04","470","64","1.1","<2","25.4","<10","100"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-03-04","1","7.6","<50","2.8","0.18","<1","<1","21","<1","330","<0.1","33","12000","1.6","<1","5403","3","<0.01","102","9.1","990000","0.087","0.7","<0.01","<50","<1","160","<1","6","2","0.55","0.032","<0.5","0.28","8.1","<0.2","3.2","16","<1","<0.02","5.8","<1","3.9","8","0.37","4000","790","4.2","<2","20.2","10","850000"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-04-10","1","1","<50","0.012","<0.05","<1","<1","8","<1","<50","<0.1","8","86","1.9","<1","629","2","<0.01","108","8.9","3100","0.067","1.3","<0.01","<50","<1","<10","<1","11","1","0.35","0.023","<0.5","0.038","8.9","1","0.3","20","<1","<0.02","3.2","<1","0.2","7","0.05","220","29","3.4","<2","25.3","<10","900"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-05-17","1","6.9","<50","0.012","<0.05","<1","<1","5","<1","<50","<0.1","6","15","0.2","<1","311","<1","<0.01","103","8.3","18000","0.02","0.9","<0.01","<50","<1","<10","<1","6","<1","0.22","0.002","<0.5","0.044","8.6","0.2","0.1","21","<1","<0.02","1","<1","0.1","2","0.05","160","84","1.5","<2","26.5","<10","900"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-06-20","1","0.1","<50","0.012","<0.05","<1","<1","4","<1","<50","<0.1","3","20","0.6","<1","360","<1","<0.01","101","8","4300","0.312","0.4","<0.01","<50","<1","<10","<1","<2","<1","0.17","0.004","<0.5","0.058","8.6","<0.2","0.2","17","<1","<0.02","1.8","<1","<0.05","1","0.07","120","68","1.4","<2","27.3","<10","300"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-07-24","1","<0.1","<50","0.046","<0.05","<1","<1","3","<1","<50","<0.1","5","31","0.5","<1","303","<1","<0.01","102","7.7","520","0.064","0.7","<0.01","<50","<1","20","<1","4","<1","0.27","0.003","<0.5","0.086","8.3","0.5","0.1","19","<1","<0.02","<0.5","<1","0.09","1","0.1","150","40","1.6","<2","30.3","<10","<10"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-08-05","1","<0.1","<50","0.031","<0.05","<1","<1","8","<1","<50","<0.1","2","160","0.5","<1","365","<1","<0.01","103","7.9","5500","0.067","0.4","<0.01","<50","<1","20","<1","<2","<1","0.21","<0.002","<0.5","0.02","7.8","0.3","0.2","16","<1","<0.02","39","<1","0.09","1","0.02","430","100","2.7","<2","29.4","<10","320"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-09-11","1","0.1","<50","0.009","<0.05","<1","<1","3","<1","<50","<0.1","3","180","0.3","<1","200","2","<0.01","102","7.9","9000","0.133","0.5","<0.01","<50","<1","10","<1","3","<1","0.32","<0.002","<0.5","0.034","8.2","<0.2","0.1","18","<1","<0.02","38","<1","0.1","<1","0.05","360","40","30.9","<2","28.6","<10","300"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-10-02","1","0.1","<50","0.013","<0.05","<1","<1","7","<1","<50","<0.1","3","18","0.4","<1","219","<1","<0.01","103","8.1","1100","0.022","0.5","<0.01","60","<1","10","<1","<2","<1","0.22","0.004","<0.5","0.038","8.5","<0.2","0.1","16","<1","<0.02","1.3","<1","<0.05","1","0.05","82","16","1","<2","27.3","<10","220"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-11-06","1","<0.1","<50","0.011","<0.05","<1","<1","9","<1","<50","<0.1","7","43","1","<1","405","<1","<0.01","108","8.8","3000","0.038","0.6","<0.01","<50","<1","10","<1","2","<1","0.21","<0.002","<0.5","0.025","8.9","1","0.2","18","<1","<0.02","1","<1","0.13","1","0.06","150","22","3","<2","25.6","<10","80"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2024-12-04","1","0.4","<50","0.008","<0.05","<1","<1","7","<1","<50","<0.1","3","67","1","<1","392","<1","<0.01","109","9.3","1100","0.011","0.7","<0.01","<50","<1","20","<1","3","3","0.2","<0.002","<0.5","0.034","9","1","0.2","18","<1","<0.02","1.5","<1","<0.05","1","0.03","190","64","1.1","<2","23.5","10","100"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-01-18","1","1.5","<50","0.17","0.06","<1","1","18","<1","<50","<0.1","4","13","1","<1","170","<1","<0.01","102","8.9","6700","0.004","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.39","0.003","<0.5","0.041","7.4","<0.2","0.1","17","<1","<0.02","1.4","<1","0.21","2","0.06","200","110","0.5","<2","21.8","<10","3300"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-02-24","1","1.6","<50","0.79","<0.05","<1","1","19","<1","<50","<0.1","5","53","0.9","<1","274","1","<0.01","90","8.2","9600","0.019","<0.2","<0.01","<50","<1","<10","<1","<2","2","0.57","0.005","<0.5","0.11","7.4","0.8","0.2","14","<1","<0.02","1.7","<1","0.97","2","0.12","190","87","1","<2","19.6","<10","7600"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-03-18","1","1.8","<50","0.043","<0.05","<1","2","21","<1","<50","<0.1","9","59","0.6","<1","562","<1","<0.01","93","8.2","6900","0.016","<0.2","<0.01","70","<1","10","<1","<2","1","0.83","0.009","<0.5","0.11","7.4","0.2","0.3","16","<1","<0.02","1.4","<1","0.13","2","0.12","580","140","1.4","<2","21.2","<10","570"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-04-20","1","0.8","<50","0.32","<0.05","<1","2","25","<1","<50","<0.1","3","20","0.9","<1","296","1","<0.01","88","7.2","2900","0.086","<0.2","<0.01","<50","<1","<10","<1","<2","2","1.1","0.024","<0.5","0.078","7.5","0.4","0.1","16","<1","<0.02","1.4","<1","0.42","2","0.08","250","68","0.7","<2","25.4","<10","900"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-05-10","1","<2","<50","0.13","<0.05","<1","2","23","<1","<50","<0.1","4","60","0.8","<1","565","<1","<0.01","90","7.6","14000","0.039","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.1","0.007","<0.5","0.073","7.6","0.7","0.3","15","<1","<0.02","1","<1","0.28","4","0.09","220","56","1.7","<2","23.6","<10","1900"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-06-15","1","0.4","<50","0.061","<0.05","<1","1","19","<1","<50","<0.1","4","<10","1.1","<1","141","<1","<0.01","93","7.7","6800","0.024","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.74","0.004","<0.5","0.068","7","0.9","0.1","13","<1","<0.02","4.6","<1","0.14","3","0.08","130","86","7.7","<2","25.3","<10","2800"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-07-06","1","<2","<50","0.12","<0.05","<1","2","12","<1","<50","<0.1","3","<10","0.8","<1","442","<1","<0.01","104","8","12000","0.028","<0.2","<0.01","<50","<1","10","<1","<2","<1","0.38","0.003","<0.5","0.057","7.5","0.9","0.2","19","<1","<0.02","0.6","<1","0.13","2","0.06","160","58","1.4","<2","29.4","<10","3800"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-08-03","1","<2","<50","0.094","<0.05","<1","2","19","<1","<50","<0.1","3","17","1.1","<1","333","<1","<0.01","103","7.9","10000","0.009","<0.2","<0.01","70","<1","<10","<1","<2","<1","0.58","0.006","<0.5","0.049","7.4","1.1","0.1","15","<1","<0.02","1.9","<1","0.16","2","0.06","120","46","4","<2","29.2","<10","1800"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-09-07","1","0.4","<50","0.068","<0.05","<1","1","13","<1","<50","<0.1","3","<10","1.4","<1","127","<1","<0.01","96","7.7","31000","0.034","0.2","<0.01","<50","<1","10","<1","<2","<1","0.73","0.006","<0.5","0.11","7.1","1.7","0.1","12","<1","0.02","10","<1","0.23","2","0.11","140","100","23.8","<2","26.7","20","8000"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-10-05","1","<2","<50","0.028","<0.05","<1","<1","16","<1","<50","<0.1","6","15","0.8","<1","664","1","<0.01","106","8.5","4100","0.009","<0.2","<0.01","<50","<1","<10","<1","<2","1","0.52","0.003","<0.5","0.072","7.5","0.7","0.3","17","<1","<0.02","1.3","<1","0.09","1","0.09","160","22","1.1","<2","26.8","20","600"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-11-02","1","<0.1","<50","0.15","<0.05","<1","2","16","<1","<50","<0.1","2","19","0.9","<1","393","<1","<0.01","98","8.2","2600","0.003","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.45","0.005","<0.5","0.072","7.4","0.6","0.2","19","<1","<0.02","2.2","<1","0.18","1","0.1","130","44","1.3","<2","24.4","<10","450"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2024-12-08","1","1.3","<50","0.33","<0.05","<1","1","15","<1","<50","<0.1","3","10","1.2","<1","356","<1","<0.01","96","8.6","14000","0.042","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.42","0.005","<0.5","0.091","7.3","<0.2","0.2","20","<1","<0.02","1.2","<1","0.43","2","0.1","120","65","0.7","<2","20.9","<10","2100"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-01-18","1","2.8","<50","0.46","<0.05","<1","1","26","<1","1200","<0.1","8","6200","2","<1","15980","2","<0.01","85","7.2","19000","null","0.4","<0.01","50","<1","80","<1","5","3","0.86","0.044","<0.5","0.063","7.4","1","10.2","12","<1","<0.02","9.8","<1","0.5","3","0.08","13000","3200","5.6","<2","21","<10","12000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-02-24","1","1.6","<50","0.48","0.1","<1","2","23","<1","2300","<0.1","20","15000","2.1","2","33738","4","<0.01","77","6.1","4200","null","0.7","<0.01","90","<1","110","<1","9","7","0.32","0.028","<0.5","0.086","7.3","1.7","23.4","4.2","<1","<0.02","3.8","<1","0.66","3","0.14","28000","3800","2.1","3","20.5","10","2600"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-03-18","1","4.2","<50","0.35","<0.05","<1","2","13","<1","3400","<0.1","55","15000","10","2","40699","5","<0.01","94","7.1","2900","null","0.7","<0.01","<50","<1","50","<1","10","7","0.18","0.021","<0.5","0.026","7.8","2.6","28.5","2.5","<1","<0.02","6","<1","0.65","5","0.15","39000","14000","2.4","4","21","10","1100"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-04-20","1","2.1","<50","0.91","<0.05","<1","2","25","<1","1200","<0.1","30","6400","2.3","<1","19097","2","<0.01","70","5.3","13000","null","0.5","<0.01","<50","<1","190","<1","5","4","0.88","0.035","<0.5","0.09","7.3","2.2","11","12","<1","<0.02","5.5","<1","1","4","0.2","14000","3300","4.3","<2","26.3","<10","8000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-05-10","1","<2","<50","0.088","0.06","<1","2","10","<1","3500","<0.1","66","15000","3.3","4","37413","7","<0.01","100","7.2","250","null","0.6","<0.01","50","<1","10","<1","9","7","0.22","0.011","<0.5","0.036","8.1","1.7","23.9","1.4","<1","<0.02","4.3","<1","0.35","7","0.09","33000","8900","1.1","3","24.7","20","58"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-06-15","1","1.5","<50","0.61","<0.05","<1","1","18","<1","240","<0.1","14","910","3.4","<1","3670","<1","<0.01","68","5.4","44000","null","0.2","<0.01","80","<1","90","1","2","<1","0.62","0.065","<0.5","0.14","7.1","3.8","1.9","11","<1","0.02","24","<1","1.1","10","0.2","2500","630","21.5","<2","26.3","<10","14000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-07-06","1","<2","<50","0.11","<0.05","<1","2","15","<1","3000","<0.1","37","14000","1.5","2","40650","3","<0.01","93","6.1","4800","null","0.6","<0.01","<50","<1","30","<1","8","5","0.16","<0.002","<0.5","0.034","8.1","0.3","23","5.2","<1","<0.02","2.2","<1","0.23","4","0.11","31000","7200","1.9","<2","30.8","10","760"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-08-03","1","<2","<50","0.7","0.08","<1","2","21","<1","1600","<0.1","80","7200","2.5","1","26149","3","<0.01","81","5.7","4100","null","0.5","<0.01","60","<1","110","<1","6","4","0.26","0.02","<0.5","0.2","7.5","1.2","14.4","7.6","<1","<0.02","1.6","<1","0.9","5","0.25","22000","6800","3.2","2","30","10","2500"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-09-07","1","1.2","<50","0.53","0.13","<1","1","15","<1","300","<0.1","24","1400","2.5","<1","4121","<1","<0.01","75","5.9","38000","null","<0.2","<0.01","60","<1","100","<1","<2","<1","0.58","0.005","<0.5","0.16","7","2.4","2.1","9","<1","0.02","15","<1","0.7","3","0.17","3300","1200","25.5","<2","27","<10","8000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-10-05","1","<2","<50","0.18","0.25","<1","2","9","<1","3000","<0.1","34","22000","0.7","2","49644","4","<0.01","94","6.2","95","null","0.8","<0.01","<50","<1","20","<1","11","11","0.027","0.003","<0.5","0.037","7.9","0.5","30.5","1.1","<1","<0.02","4.2","<1","0.2","2","0.18","41000","5900","0.9","3","27.8","<10","41"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-11-02","1","0.5","<50","1","0.09","<1","2","16","<1","2600","<0.1","25","20000","1.3","2","38432","5","<0.01","76","5.5","2700","null","0.7","<0.01","<50","<1","50","<1","9","7","0.2","0.061","<0.5","0.38","7.4","0.7","24.7","5.2","<1","<0.02","2.7","<1","1.1","2","0.53","39000","7100","0.6","2","24.4","20","2500"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2024-12-08","1","0.8","<50","0.28","<0.05","<1","1","18","<1","1900","<0.1","23","14000","0.8","<1","28712","3","<0.01","92","7.4","5100","null","0.7","<0.01","<50","<1","40","<1","7","4","0.32","0.016","<0.5","0.053","7.6","0.7","19.5","7.9","<1","<0.02","4.2","<1","0.31","3","0.12","32000","7000","4.1","<2","20.7","<10","2800"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2024-01-04","1","14","<50","1.4","0.24","<1","<1","25","<1","150","<0.1","53","490","35","1","1837","2","<0.01","117","10.6","220000","null","0.5","<0.01","100","<1","40","<1","6","2","2.1","0.24","<0.5","0.099","8.7","36","1","9.2","<1","0.03","190","<1","3","17","0.42","1800","340","12.5","<2","20","<10","12000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2024-02-15","1","5.1","<50","2","0.09","<1","<1","13","<1","80","<0.1","14","200","23","<1","809","<1","<0.01","122","10.4","13000","null","0.4","<0.01","110","<1","70","<1","2","2","0.93","0.12","<0.5","0.15","7.8","1.3","0.4","7","<1","0.03","16","<1","2.7","7","0.31","540","130","9.9","<2","23","<10","3700"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2024-03-01","1","5.9","<50","4.8","0.19","<1","<1","19","<1","100","<0.1","14","240","2.3","<1","748","1","<0.01","57","5.6","580000","null","0.4","<0.01","110","<1","130","<1","4","2","0.68","0.095","<0.5","0.31","7.4","2.7","0.5","9.7","<1","<0.02","2.8","<1","5.2","12","0.63","520","74","3","<2","15.7","<10","50000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2024-04-08","1","8.9","<50","5.1","<0.05","<1","2","21","<1","120","<0.1","19","420","5.9","<1","1416","<1","<0.01","38","3","210000","null","0.4","<0.01","<50","<1","360","<1","4","2","0.25","0.18","<0.5","0.2","7.4","4.6","0.7","15","<1","0.05","33","<1","5.6","16","0.7","890","110","35.5","<2","26.8","<10","37000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2024-05-03","1","11","<50","1.4","0.15","<1","<1","23","<1","90","<0.1","15","280","16","<1","1251","2","<0.01","113","9.1","200000","null","0.5","<0.01","<50","<1","140","<1","6","2","2.4","0.28","<0.5","0.087","8","3.4","0.6","9","<1","0.04","97","<1","2.2","9","0.2","870","120","34.7","<2","26.5","<10","70000"
